benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
sad_i20_o6,20,6,128,5,1,4,1/16,1,42.1432,577,41.9811,577,38.5138,473
sad_i20_o6,20,6,128,5,1,8,1/8,1,42.1432,577,41.9811,577,42.1721,558
sad_i20_o6,20,6,128,5,1,16,1/4,1,42.1432,577,41.9811,577,41.2013,575
sad_i20_o6,20,6,128,5,1,32,1/2,1,42.1432,577,41.9811,577,41.7201,577
sad_i20_o6,20,6,128,5,2,4,1/16,1,42.1432,577,40.2812,573,37.6575,469
sad_i20_o6,20,6,128,5,2,8,1/8,1,42.1432,577,40.2812,573,41.2599,554
sad_i20_o6,20,6,128,5,2,16,1/4,1,42.1432,577,40.2812,573,41.8526,571
sad_i20_o6,20,6,128,5,2,32,1/2,1,42.1432,577,40.2812,573,41.0822,573
sad_i20_o6,20,6,128,5,3,4,1/16,1,42.1432,577,41.8251,568,37.726,464
sad_i20_o6,20,6,128,5,3,8,1/8,1,42.1432,577,41.8251,568,41.1288,549
sad_i20_o6,20,6,128,5,3,16,1/4,1,42.1432,577,41.8251,568,40.3345,566
sad_i20_o6,20,6,128,5,3,32,1/2,1,42.1432,577,41.8251,568,39.0966,568
sad_i20_o6,20,6,128,5,1,4,1/16,2,40.7107,577,38.6829,573,35.6279,469
sad_i20_o6,20,6,128,5,1,8,1/8,2,40.7107,577,38.6829,573,38.095,554
sad_i20_o6,20,6,128,5,1,16,1/4,2,40.7107,577,38.6829,573,38.7546,571
sad_i20_o6,20,6,128,5,1,32,1/2,2,40.7107,577,38.6829,573,38.8307,573
sad_i20_o6,20,6,128,5,2,4,1/16,2,40.7107,577,39.2987,573,35.5755,469
sad_i20_o6,20,6,128,5,2,8,1/8,2,40.7107,577,39.2987,573,38.4511,554
sad_i20_o6,20,6,128,5,2,16,1/4,2,40.7107,577,39.2987,573,39.2815,571
sad_i20_o6,20,6,128,5,2,32,1/2,2,40.7107,577,39.2987,573,38.9378,573
sad_i20_o6,20,6,128,5,3,4,1/16,2,40.7107,577,38.6001,573,35.5443,469
sad_i20_o6,20,6,128,5,3,8,1/8,2,40.7107,577,38.6001,573,39.1032,554
sad_i20_o6,20,6,128,5,3,16,1/4,2,40.7107,577,38.6001,573,38.7965,571
sad_i20_o6,20,6,128,5,3,32,1/2,2,40.7107,577,38.6001,573,39.0463,573
sad_i20_o6,20,6,128,5,1,4,1/16,3,39.8957,577,38.4305,563,36.3871,459
sad_i20_o6,20,6,128,5,1,8,1/8,3,39.8957,577,38.4305,563,37.6258,544
sad_i20_o6,20,6,128,5,1,16,1/4,3,39.8957,577,38.4305,563,39.0073,561
sad_i20_o6,20,6,128,5,1,32,1/2,3,39.8957,577,38.4305,563,38.4864,563
sad_i20_o6,20,6,128,5,2,4,1/16,3,39.8957,577,38.9818,577,35.6589,473
sad_i20_o6,20,6,128,5,2,8,1/8,3,39.8957,577,38.9818,577,38.2846,558
sad_i20_o6,20,6,128,5,2,16,1/4,3,39.8957,577,38.9818,577,38.8669,575
sad_i20_o6,20,6,128,5,2,32,1/2,3,39.8957,577,38.9818,577,38.8301,577
sad_i20_o6,20,6,128,5,3,4,1/16,3,39.8957,577,38.9412,573,35.8019,469
sad_i20_o6,20,6,128,5,3,8,1/8,3,39.8957,577,38.9412,573,38.4703,554
sad_i20_o6,20,6,128,5,3,16,1/4,3,39.8957,577,38.9412,573,39.6823,571
sad_i20_o6,20,6,128,5,3,32,1/2,3,39.8957,577,38.9412,573,39.1154,573
